_;;;;;;;;;;;
Axis;Energy;Elements=;191;;;;;;;;
Axis;Position;Elements=;1;;;;;;;;
Axis;X;Elements=;1;;;;;;;;
Axis;Y;Elements=;1;;;;;;;;
;;;;;;;;;;;
C:\Mac\Home\Documents\Avantage\Old graphene\G-Si111-front side\Data Grid 3.DATA\C1s Scan.VGD;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;Position (Pos)\;Pt #002;;;;;;;;;
;X (X)\µm;52578.6;;;;;;;;;
;Y (Y)\µm;21352.2;;;;;;;;;
Binding Energy (E);;;;Fitted envelope;Fitted Peak sp2;Fitted Peak sp3;Fitted Peak C-O;Fitted Peak C=O;Fitted Peak SiC;Fitted Peak pi-pi;Backgnd.
eV;;Counts / s;;Counts / s;Counts / s;Counts / s;Counts / s;Counts / s;Counts / s;Counts / s;Counts / s
288.380;;3858.74;;3815.66;2461.79;2464.90;2638.54;3591.36;2461.79;2506.23;2461.79
288.280;;3765.79;;3826.36;2457.85;2462.81;2653.55;3582.94;2457.85;2500.59;2457.85
288.180;;3881.47;;3836.14;2453.88;2461.51;2671.74;3569.51;2453.88;2495.02;2453.88
288.080;;3822.29;;3845.85;2449.84;2461.12;2693.66;3551.12;2449.84;2489.46;2449.84
287.980;;3845.01;;3856.63;2445.79;2461.88;2720.08;3528.07;2445.79;2483.98;2445.79
287.880;;3848.81;;3869.64;2441.74;2463.91;2751.78;3500.60;2441.74;2478.56;2441.74
287.780;;3742.99;;3886.07;2437.69;2467.25;2789.64;3469.02;2437.69;2473.22;2437.69
287.680;;3870.91;;3907.19;2433.61;2471.86;2834.55;3433.69;2433.61;2467.91;2433.61
287.580;;3843.98;;3934.21;2429.46;2477.59;2887.45;3394.96;2429.46;2462.59;2429.46
287.480;;3958.17;;3968.38;2425.18;2484.25;2949.26;3353.19;2425.20;2457.20;2425.18
287.380;;4070.64;;4010.91;2420.67;2491.63;3020.82;3308.74;2420.74;2451.63;2420.67
287.280;;4135.26;;4063.18;2415.95;2499.69;3103.03;3262.12;2416.23;2445.91;2415.95
287.180;;4216.46;;4126.57;2411.02;2508.46;3196.55;3213.79;2411.84;2440.02;2411.02
287.080;;4211.19;;4202.57;2405.93;2518.20;3301.89;3164.25;2407.95;2434.01;2405.93
286.980;;4221.87;;4292.35;2400.59;2529.20;3419.08;3113.88;2404.75;2427.79;2400.59
286.880;;4511.25;;4396.81;2395.06;2542.18;3547.90;3063.17;2402.36;2421.43;2395.06
286.780;;4446.87;;4516.16;2389.26;2558.04;3687.53;3012.46;2400.33;2414.83;2389.26
286.680;;4672.33;;4650.22;2383.13;2578.13;3836.61;2962.04;2398.01;2407.94;2383.13
286.580;;4786.05;;4798.89;2376.55;2604.40;3993.16;2912.13;2394.76;2400.63;2376.55
286.480;;5002.95;;4962.87;2369.58;2639.86;4154.79;2863.10;2390.48;2392.96;2369.58
286.380;;5192.92;;5143.72;2362.14;2688.65;4318.41;2815.11;2385.26;2384.85;2362.14
286.280;;5265.44;;5344.32;2354.21;2756.66;4480.51;2768.34;2379.36;2376.28;2354.21
286.180;;5529.91;;5569.01;2345.67;2851.72;4637.08;2722.87;2372.90;2367.12;2345.67
286.080;;5843.37;;5824.17;2336.54;2984.06;4783.99;2678.81;2366.02;2357.39;2336.53
285.980;;6065.40;;6117.92;2326.69;3165.83;4916.89;2636.13;2358.68;2346.94;2326.65
285.880;;6481.26;;6459.64;2316.06;3410.32;5031.55;2594.72;2350.81;2335.64;2315.89
285.780;;6812.22;;6858.51;2304.71;3730.20;5124.02;2554.46;2342.31;2323.33;2304.10
285.680;;7347.14;;7321.27;2293.18;4134.69;5190.88;2515.16;2333.10;2309.84;2291.12
285.580;;7966.31;;7849.69;2283.29;4626.14;5229.45;2476.67;2323.19;2295.06;2276.82
285.480;;8371.29;;8438.57;2279.69;5196.16;5237.76;2438.72;2312.47;2278.78;2261.00
285.380;;9183.43;;9076.51;2293.35;5822.98;5214.91;2401.13;2301.03;2260.88;2243.55
285.280;;9698.63;;9750.23;2346.70;6470.42;5160.93;2363.63;2288.93;2241.21;2224.32
285.180;;10495.7;;10453.7;2480.75;7090.14;5077.04;2326.22;2276.57;2219.86;2203.38
285.080;;10969.0;;11198.2;2760.03;7626.21;4964.94;2288.40;2264.00;2196.45;2180.37
284.980;;12041.9;;12020.1;3272.31;8023.78;4827.38;2249.97;2251.71;2170.88;2155.19
284.880;;12997.5;;12973.6;4112.61;8237.47;4667.37;2210.36;2240.09;2142.71;2127.40
284.780;;14337.6;;14106.1;5349.95;8240.20;4488.69;2169.28;2230.26;2111.77;2096.82
284.680;;15417.6;;15413.8;6978.59;8027.70;4295.00;2126.14;2223.67;2077.58;2062.97
284.580;;16747.0;;16800.5;8874.88;7620.00;4090.45;2080.74;2223.35;2040.06;2025.79
284.480;;17950.3;;18061.5;10784.9;7057.17;3879.07;2032.97;2234.46;1999.20;1985.25
284.380;;18903.5;;18919.9;12366.9;6392.55;3665.30;1983.40;2266.25;1955.66;1942.03
284.280;;19034.1;;19113.4;13285.1;5683.30;3453.36;1932.82;2333.61;1910.34;1897.01
284.180;;18473.6;;18499.9;13322.6;4982.10;3247.41;1882.51;2458.45;1864.59;1851.55
284.080;;17340.4;;17128.3;12461.8;4330.97;3051.45;1834.14;2666.89;1820.18;1807.42
283.980;;15342.8;;15231.7;10891.3;3757.88;2868.95;1789.46;2977.28;1778.91;1766.44
283.880;;13013.1;;13134.9;8935.91;3276.13;2702.17;1749.58;3377.97;1741.97;1729.76
283.780;;11031.9;;11126.2;6945.53;2886.81;2552.30;1715.05;3806.65;1709.97;1698.02
283.680;;9369.13;;9362.49;5194.97;2582.47;2419.66;1686.02;4153.27;1683.11;1671.40
283.580;;7907.52;;7862.26;3831.20;2350.62;2303.59;1662.04;4301.40;1660.97;1649.51
283.480;;6659.96;;6575.00;2877.41;2177.21;2202.99;1642.51;4190.81;1643.01;1631.79
283.380;;5356.57;;5460.03;2273.40;2048.86;2116.47;1626.77;3853.95;1628.60;1617.61
283.280;;4537.95;;4516.57;1924.87;1954.17;2042.68;1614.32;3395.73;1617.27;1606.50
283.180;;3735.39;;3761.67;1740.49;1884.00;1980.15;1604.62;2933.68;1608.52;1597.96
283.080;;3191.95;;3197.11;1650.34;1831.34;1927.39;1597.16;2546.50;1601.85;1591.49
282.980;;2873.26;;2798.12;1608.97;1790.95;1882.90;1591.37;2260.03;1596.72;1586.56
282.880;;2537.98;;2524.57;1590.73;1759.22;1845.47;1586.93;2063.71;1592.82;1582.86
282.780;;2289.95;;2336.52;1582.56;1733.47;1813.88;1583.45;1933.43;1589.78;1580.01
282.680;;2179.61;;2203.35;1578.52;1711.85;1787.13;1580.66;1846.64;1587.33;1577.75
282.580;;2097.79;;2104.92;1576.17;1693.12;1764.41;1578.40;1787.26;1585.36;1575.96
282.480;;2031.42;;2028.89;1574.53;1676.39;1745.02;1576.53;1745.11;1583.70;1574.48
282.380;;1953.57;;1967.87;1573.20;1661.08;1728.33;1574.90;1714.06;1582.24;1573.19
282.280;;1942.99;;1917.47;1572.07;1646.91;1713.90;1573.49;1690.47;1580.95;1572.06
282.180;;1874.60;;1874.95;1571.07;1633.74;1701.35;1572.26;1672.07;1579.79;1571.07
282.080;;1859.11;;1838.59;1570.19;1621.61;1690.39;1571.17;1657.42;1578.76;1570.19
281.980;;1815.35;;1807.28;1569.39;1610.58;1680.72;1570.20;1645.51;1577.80;1569.39
281.880;;1807.44;;1780.30;1568.68;1600.82;1672.19;1569.36;1635.72;1576.95;1568.68
281.780;;1758.27;;1757.13;1568.08;1592.41;1664.62;1568.63;1627.58;1576.21;1568.08
281.680;;1692.45;;1737.28;1567.52;1585.37;1657.83;1567.97;1620.70;1575.51;1567.52
281.580;;1775.81;;1720.42;1567.05;1579.69;1651.74;1567.42;1614.87;1574.89;1567.05
281.480;;1663.72;;1706.13;1566.61;1575.26;1646.23;1566.91;1609.85;1574.32;1566.61
281.380;;1729.38;;1694.02;1566.22;1571.92;1641.20;1566.46;1605.51;1573.80;1566.22
281.280;;1684.44;;1683.68;1565.81;1569.42;1636.56;1566.01;1601.67;1573.26;1565.81
281.180;;1713.86;;1674.84;1565.45;1567.65;1632.28;1565.60;1598.31;1572.78;1565.45
281.080;;1694.99;;1667.14;1565.08;1566.37;1628.29;1565.20;1595.31;1572.29;1565.08
280.980;;1669.94;;1660.37;1564.75;1565.47;1624.57;1564.85;1592.64;1571.84;1564.75
