12	0.22318
13	0.63469
14	0.86738
15	1.05068
16	1.12703
17	1.1207
18	1.07155
19	1.0037
20	0.91804
21	0.81481
22	0.69159
23	0.55036
24	0.40447
25	0.27005
26	0.15511
27	0.0597
28	-0.01621
29	-0.07391
30	-0.11575
31	-0.14541
32	-0.16748
33	-0.18292
34	-0.19206
35	-0.19536
36	-0.19343
37	-0.18781
38	-0.18008
39	-0.17113
40	-0.16144
41	-0.15128
42	-0.13998
43	-0.12803
44	-0.11569
45	-0.1033
46	-0.09061
47	-0.0781
48	-0.06613
49	-0.05531
50	-0.04642
51	-0.03865
52	-0.03103
53	-0.02358
54	-0.01643
55	-0.00958
56	-0.00382
57	1.69154E-4
58	0.00274
59	0.00443
60	0.00583
61	0.00723
62	0.00904
63	0.01153
64	0.01477
65	0.01855
66	0.02242
67	0.0255
68	0.0275
69	0.02887
70	0.03084
71	0.0339
72	0.03835
73	0.04402
74	0.04906
75	0.05255
76	0.05474
77	0.05593
78	0.05676
79	0.05846
80	0.06012
81	0.06089
82	0.06073
83	0.06022
84	0.05968
85	0.06046
86	0.06269
87	0.06503
88	0.06732
89	0.06963
90	0.07172
91	0.0738
92	0.07611
93	0.07788
94	0.07884
95	0.0793
96	0.0794
97	0.07944
98	0.08003
99	0.08143
100	0.08316
101	0.08526
102	0.08738
103	0.08898
104	0.08943
105	0.0888
106	0.08756
107	0.08638
108	0.0858
109	0.08648
110	0.08843
111	0.09094
112	0.09348
113	0.09546
114	0.09639
115	0.09603
116	0.0949
117	0.09335
118	0.09212
119	0.09226
120	0.09439
121	0.09723
122	0.09979
123	0.10106
124	0.10073
125	0.09913
126	0.0973
127	0.0962
128	0.09662
129	0.0988
130	0.10182
131	0.1048
132	0.1071
133	0.10839
134	0.1086
135	0.10798
136	0.10679
137	0.10597
138	0.10613
139	0.10748
140	0.10991
141	0.11257
142	0.11465
143	0.11594
144	0.11677
145	0.11742
146	0.11742
147	0.11658
148	0.11428
149	0.11062
150	0.107
151	0.10482
152	0.10418
153	0.10496
154	0.10623
155	0.10738
156	0.10778
157	0.10763
158	0.10758
159	0.10864
160	0.11145
161	0.11529
162	0.11946
163	0.12222
164	0.12334
165	0.12264
166	0.12085
167	0.11884
168	0.11744
169	0.11703
170	0.11768
171	0.11911
172	0.12106
173	0.12219
174	0.12282
175	0.12356
176	0.12425
177	0.12573
178	0.12753
179	0.12774
180	0.12644
181	0.12459
182	0.12371
183	0.12506
184	0.12811
185	0.13154
186	0.13279
187	0.13241
188	0.1319
189	0.13242
190	0.13395
191	0.13552
192	0.1358
193	0.13472
194	0.13371
195	0.13424
196	0.13606
197	0.13796
198	0.13926
199	0.13986
200	0.14034
201	0.14206
202	0.14473
203	0.14712
204	0.14833
205	0.14862
206	0.14774
207	0.14644
208	0.1456
209	0.1455
210	0.14625
211	0.14796
212	0.15077
213	0.15366
214	0.15578
215	0.15638
216	0.15579
217	0.15492
218	0.15542
219	0.15754
220	0.16038
221	0.16255
222	0.16337
223	0.16343
224	0.16405
225	0.16595
226	0.1691
227	0.17301
228	0.17743
229	0.18207
230	0.18746
231	0.19383
232	0.20114
233	0.20828
234	0.21353
235	0.21512
236	0.21101
237	0.20066
238	0.18576
239	0.17105
240	0.15973
241	0.1544
242	0.15677
243	0.16907
244	0.19277
245	0.22872
246	0.27468
247	0.3215
248	0.35921
249	0.37954
250	0.37955
251	0.36092
252	0.3323
253	0.3027
254	0.27824
255	0.26149
256	0.25168
257	0.24459
258	0.23395
259	0.21651
260	0.18826
261	0.14579
262	0.08343
263	-0.00427
264	-0.12035
265	-0.26157
266	-0.41773
267	-0.57483
268	-0.71955
269	-0.84164
270	-0.93258
271	-0.9867
272	-0.99988
273	-0.97059
274	-0.90252
275	-0.80442
276	-0.68806
277	-0.56476
278	-0.44272
279	-0.32734
280	-0.22158
281	-0.12922
282	-0.05286
283	0.00569
284	0.04623
285	0.07132
286	0.08472
287	0.08994
288	0.09044
289	0.08821
290	0.08395
291	0.07939
292	0.07564
293	0.07456
294	0.07669
295	0.08129
296	0.08702
297	0.09202
298	0.09526
299	0.09566
300	0.09491
301	0.09418
302	0.09483
303	0.09766
304	0.10108
305	0.10371
306	0.10516
307	0.10471
308	0.10292
309	0.10163
310	0.1016
311	0.10252
312	0.104
313	0.10542
314	0.10498
315	0.1036
316	0.10157
317	0.09932
318	0.09803
319	0.0986
320	0.09933
321	0.09973
322	0.10002
323	0.10038
324	0.10146
325	0.10313
326	0.10462
327	0.10477
328	0.10417
329	0.10268
330	0.1014
331	0.10134
332	0.10188
333	0.10284
334	0.1039
335	0.10526
336	0.10671
337	0.10962
338	0.11296
339	0.11542
340	0.11565
341	0.11274
342	0.1075
343	0.10224
344	0.09979
345	0.10028
346	0.10362
347	0.10744
348	0.10997
349	0.1113
350	0.11185
351	0.11286
352	0.11537
353	0.11788
354	0.11884
355	0.11768
356	0.11496
357	0.11187
358	0.10948
359	0.10942
360	0.11068
361	0.11144
362	0.11175
363	0.11106
364	0.11027
365	0.11055
366	0.11223
367	0.11465
368	0.11664
369	0.11809
370	0.11842
371	0.11713
372	0.11545
373	0.11501
374	0.11615
375	0.11838
376	0.11991
377	0.1189
378	0.11476
379	0.10917
380	0.10403
381	0.10117
382	0.10133
383	0.1031
384	0.10533
385	0.10606
386	0.1055
387	0.1045
388	0.10477
389	0.10766
390	0.11249
391	0.11796
392	0.12215
393	0.12391
394	0.12347
395	0.12174
396	0.11902
397	0.11683
398	0.11547
399	0.11518
400	0.11627
401	0.11851
402	0.12112
403	0.12322
404	0.12426
405	0.12351
406	0.12098
407	0.11835
408	0.1162
409	0.11498
410	0.11605
411	0.11947
412	0.12296
413	0.12523
414	0.12674
415	0.12745
416	0.1267
417	0.12448
418	0.12206
419	0.11974
420	0.1195
421	0.12186
422	0.12502
423	0.12702
424	0.12769
425	0.12702
426	0.12522
427	0.12399
428	0.12395
429	0.12425
430	0.12527
431	0.12727
432	0.12881
433	0.13008
